game_id,home_team,away_team,home_goals,away_goals,home_xg,away_xg,toi,home_shots,away_shots,home_assists,away_assists,home_penalties_committed,away_penalties_committed,home_win,home_games,home_wins,home_losses,home_goals_for,home_goals_against,home_goal_diff,home_win_rate,home_first_xg,home_first_toi,home_first_eff,home_second_xg,home_second_toi,home_second_eff,home_offensive_disparity,away_games,away_wins,away_losses,away_goals_for,away_goals_against,away_goal_diff,away_win_rate,away_first_xg,away_first_toi,away_first_eff,away_second_xg,away_second_toi,away_second_eff,away_offensive_disparity,win_rate_diff,xg_diff,shots_diff,goal_diff_diff,first_eff_diff,second_eff_diff,disparity_diff,xg_ratio,shots_ratio,first_eff_ratio,home_xg_squared,away_xg_squared,win_rate_diff_squared,home_xg_eff,away_xg_eff,home_strength,away_strength,strength_diff,home_total_line_xg,away_total_line_xg,home_avg_line_eff,away_avg_line_eff
game_1254,philippines,iceland,3,2,3.141,2.9376,3599.99,23,24,5,4,6,11,1,82,43,39,198,186,12,0.524390243902439,61.01,119737.71,0.0005,59.32,116453.64,0.0005,1.0,82,46,36,238,209,29,0.5609756097560976,77.99,109065.62,0.0007,57.8,107036.73,0.0005,1.32,-0.03658536585365857,0.2033999999999998,-1,-17,-0.00019999999999999998,0.0,-0.32000000000000006,1.068876335670047,0.9582934044414816,0.29411764705882354,9.865881,8.62949376,0.0013384889946460464,0.0015705,0.00205632,0.0008235548780487806,0.0011535453658536587,-0.00032999048780487815,120.33,135.79,0.0005,0.0006000000000000001
game_1255,south_korea,mongolia,4,2,3.7367,1.8866,3600.0,32,17,7,3,8,8,1,82,39,43,288,302,-14,0.4756097560975609,80.75,107308.14,0.0008,70.59,103807.97,0.0007,1.11,82,27,55,179,244,-65,0.3292682926829268,50.89,111536.48,0.0005,47.01,107701.87,0.0004,1.05,0.1463414634146341,1.8500999999999999,15,51,0.00030000000000000003,0.0003,0.06000000000000005,1.9796037296037297,1.8822422210458207,0.5333333333333333,13.962926889999999,3.55925956,0.021415823914336694,0.00298936,0.0009433,0.0014217687804878047,0.0003105987804878049,0.0011111699999999999,151.34,97.9,0.00075,0.00045
game_1256,saudi_arabia,brazil,2,3,1.9729,3.234,3599.98,21,28,4,4,3,3,0,82,39,43,195,205,-10,0.4756097560975609,70.48,113760.45,0.0006,51.19,112605.88,0.0005,1.36,82,58,24,276,189,87,0.7073170731707317,81.03,108743.0,0.0007,81.74,107499.01,0.0008,0.98,-0.23170731707317077,-1.2610999999999999,-7,-97,-0.00010000000000000005,-0.00030000000000000003,0.3800000000000001,0.6098608964451314,0.7499732152423128,0.3529411764705882,3.8923344100000006,10.458756,0.05368828078524689,0.00118374,0.0022638,0.0005629982926829267,0.0016012243902439023,-0.0010382260975609755,121.67,162.76999999999998,0.0005499999999999999,0.00075
game_1257,usa,france,3,5,3.4183,5.0353,3600.0,25,37,5,8,15,6,0,82,35,47,240,287,-47,0.4268292682926829,81.27,107480.47,0.0008,58.14,104909.22,0.0006,1.36,82,37,45,241,265,-24,0.4512195121951219,79.18,112104.22,0.0007,58.26,110535.24,0.0005,1.34,-0.02439024390243899,-1.6170000000000004,-12,-23,0.00010000000000000005,9.999999999999994e-05,0.020000000000000018,0.6787324027559913,0.6756574146644686,0.47058823529411764,11.68477489,25.354246090000004,0.0005948839976204624,0.00273464,0.0035247100000000003,0.0011672243902439024,0.001590417926829268,-0.00042319353658536564,139.41,137.44,0.0007,0.0006000000000000001
game_1258,rwanda,ethiopia,2,5,1.9482,2.5958,3599.99,20,27,4,8,6,5,0,82,30,52,202,265,-63,0.3658536585365853,69.07,107006.96,0.0006,57.03,105418.77,0.0005,1.19,82,43,39,267,247,20,0.524390243902439,68.17,110562.04,0.0006,72.68,106755.99,0.0007,0.91,-0.15853658536585374,-0.6476000000000002,-7,-83,0.0,-0.00019999999999999998,0.2799999999999999,0.7502310536044362,0.7407133069145587,0.375,3.79548324,6.738177640000001,0.02513384889946463,0.00116892,0.00155748,0.00042765365853658524,0.0008167273170731707,-0.0003890736585365855,126.1,140.85000000000002,0.0005499999999999999,0.00065
game_1259,indonesia,china,4,2,1.8408,2.0413,3600.0,25,17,6,3,3,1,1,82,41,41,221,210,11,0.5,57.44,114647.07,0.0005,58.09,111305.84,0.0005,0.96,82,47,35,239,193,46,0.573170731707317,79.64,114861.38,0.0007,74.24,112620.31,0.0007,1.05,-0.07317073170731703,-0.20050000000000012,8,-35,-0.00019999999999999998,-0.00019999999999999998,-0.09000000000000008,0.9013367281985996,1.4705017351920475,0.29411764705882354,3.38854464,4.16690569,0.005353955978584169,0.0009204,0.00142891,0.0004602,0.0008190093902439024,-0.0003588093902439024,115.53,153.88,0.0005,0.0007
game_126,germany,south_korea,3,7,1.8212,4.7506,3600.0,17,37,2,6,12,5,0,82,36,46,253,274,-21,0.4390243902439024,67.5,112102.08,0.0006,69.39,110169.16,0.0006,0.96,82,39,43,288,302,-14,0.4756097560975609,80.75,107308.14,0.0008,70.59,103807.97,0.0007,1.11,-0.036585365853658514,-2.9294000000000002,-20,-7,-0.0002000000000000001,-0.00010000000000000005,-0.15000000000000013,0.3832814209950332,0.4594470419718386,0.3333333333333333,3.31676944,22.568200360000002,0.0013384889946460423,0.00109272,0.0038004800000000006,0.00047973073170731696,0.0018075453658536586,-0.0013278146341463416,136.89,151.34,0.0006,0.00075
game_1260,kazakhstan,canada,6,5,2.6624000000000003,4.1304,3600.01,22,32,9,8,3,5,1,82,30,52,193,248,-55,0.3658536585365853,52.87,114056.8,0.0005,51.99,112334.42,0.0005,1.0,82,36,46,222,265,-43,0.4390243902439024,74.02,112738.79,0.0007,70.48,108486.72,0.0006,1.01,-0.07317073170731708,-1.4679999999999995,-10,-12,-0.00019999999999999998,-9.999999999999994e-05,-0.010000000000000009,0.644430459408433,0.6874785162963658,0.29411764705882354,7.088373760000001,17.060204159999998,0.005353955978584178,0.0013312000000000003,0.00289128,0.0004870243902439024,0.00126934243902439,-0.0007823180487804876,104.86,144.5,0.0005,0.00065
game_1261,germany,oman,3,2,1.9621,4.1615,3600.0,16,28,5,2,9,8,1,82,36,46,253,274,-21,0.4390243902439024,67.5,112102.08,0.0006,69.39,110169.16,0.0006,0.96,82,35,47,241,283,-42,0.4268292682926829,72.3,105801.59,0.0007,72.96,104888.32,0.0007,0.98,0.012195121951219468,-2.1994000000000002,-12,21,-0.00010000000000000005,-0.00010000000000000005,-0.020000000000000018,0.4713753753753753,0.5714081639941431,0.3529411764705882,3.84983641,17.318082250000003,0.00014872099940511493,0.0011772599999999999,0.00291305,0.0005168458536585365,0.0012433750000000001,-0.0007265291463414636,136.89,145.26,0.0006,0.0007
game_1262,mexico,new_zealand,2,3,3.0643,2.2591,3600.02,23,23,4,4,5,7,0,82,38,44,236,253,-17,0.4634146341463415,78.23,110369.42,0.0007,73.13,109271.44,0.0007,1.06,82,40,42,219,226,-7,0.4878048780487805,72.19,107495.38,0.0007,58.31,106366.41,0.0005,1.23,-0.02439024390243899,0.8051999999999997,0,-10,0.0,0.00019999999999999998,-0.16999999999999993,1.3558249634971904,0.9999565236294073,0.4117647058823529,9.389934489999998,5.103532810000001,0.0005948839976204624,0.0021450099999999997,0.0015813700000000001,0.000994029024390244,0.0007714000000000001,0.00022262902439024385,151.36,130.5,0.0007,0.0006000000000000001
game_1263,panama,guatemala,2,3,2.2766,4.1083,4213.31,24,43,4,5,7,9,0,82,46,36,255,213,42,0.5609756097560976,78.8,112040.08,0.0007,64.79,110449.45,0.0006,1.2,82,42,40,231,236,-5,0.5121951219512195,85.13,109959.13,0.0008,62.01,108565.97,0.0006,1.36,0.04878048780487809,-1.8316999999999997,-19,47,-0.00010000000000000005,0.0,-0.16000000000000014,0.5540116321514613,0.5581265551963908,0.3888888888888889,5.182907560000001,16.87812889,0.00237953599048186,0.00159362,0.00328664,0.0008939819512195124,0.0016834009756097562,-0.0007894190243902438,143.59,147.14,0.00065,0.0007
game_1264,singapore,netherlands,1,10,2.3545,4.7571,3600.01,20,42,2,16,8,10,0,82,40,42,255,269,-14,0.4878048780487805,80.49,110835.72,0.0007,63.8,110264.68,0.0006,1.26,82,54,28,243,174,69,0.6585365853658537,67.51,113849.1,0.0006,59.96,112610.55,0.0005,1.11,-0.1707317073170732,-2.4026000000000005,-22,-83,0.00010000000000000005,9.999999999999994e-05,0.1499999999999999,0.4948403774615917,0.47617913859193833,0.43750000000000006,5.543670249999999,22.630000410000005,0.02914931588340275,0.00164815,0.00285426,0.0008039756097560975,0.0018796346341463414,-0.0010756590243902438,144.29,127.47,0.00065,0.0005499999999999999
game_1265,serbia,uk,2,7,3.4119,3.2589,3599.99,28,31,3,11,6,9,0,82,41,41,269,264,5,0.5,84.05,108305.97,0.0008,73.53,105312.95,0.0007,1.11,82,39,43,244,211,33,0.4756097560975609,87.06,115712.71,0.0008,72.55,112425.66,0.0006,1.17,0.0243902439024391,0.15300000000000002,-3,-28,0.0,0.00010000000000000005,-0.05999999999999983,1.046627197153287,0.9031966710751266,0.4444444444444445,11.641061610000001,10.620429210000001,0.0005948839976204677,0.0027295200000000005,0.00260712,0.0013647600000000002,0.001239971707317073,0.00012478829268292718,157.57999999999998,159.61,0.00075,0.0007
game_1266,uae,india,4,2,3.0344,3.3943000000000003,3600.01,26,36,8,3,7,6,1,82,38,44,202,250,-48,0.4634146341463415,62.69,113847.32,0.0006,45.7,112457.95,0.0004,1.36,82,49,33,221,193,28,0.5975609756097561,75.42,112740.07,0.0007,64.17,111915.35,0.0006,1.17,-0.1341463414634146,-0.3599000000000001,-10,-76,-0.00010000000000000005,-0.00019999999999999993,0.19000000000000017,0.893706005360351,0.7222021610510819,0.3529411764705882,9.207583360000001,11.521272490000003,0.017995240928019022,0.0018206399999999999,0.00237601,0.0008437112195121951,0.0014198108536585367,-0.0005760996341463416,108.39,139.59,0.0005,0.00065
game_1267,switzerland,peru,3,2,4.2363,3.0236,5307.02,43,31,4,3,6,14,1,82,36,46,201,229,-28,0.4390243902439024,52.57,110987.13,0.0005,58.43,109669.8,0.0005,0.89,82,52,30,256,178,78,0.6341463414634146,75.46,114488.83,0.0007,62.55,113674.83,0.0006,1.2,-0.19512195121951226,1.2127,12,-106,-0.00019999999999999998,-9.999999999999994e-05,-0.30999999999999994,1.4006149573497322,1.3870520305796588,0.29411764705882354,17.94623769,9.142156960000001,0.03807257584770972,0.00211815,0.00211652,0.0009299195121951218,0.0013421834146341463,-0.0004122639024390245,111.0,138.01,0.0005,0.00065
game_1268,singapore,usa,2,0,3.3373000000000004,3.3486,3599.99,27,28,4,0,5,7,1,82,40,42,255,269,-14,0.4878048780487805,80.49,110835.72,0.0007,63.8,110264.68,0.0006,1.26,82,35,47,240,287,-47,0.4268292682926829,81.27,107480.47,0.0008,58.14,104909.22,0.0006,1.36,0.06097560975609756,-0.011299999999999422,-1,33,-0.00010000000000000005,0.0,-0.10000000000000009,0.9963279197516124,0.9642512767401163,0.3888888888888889,11.137571290000002,11.213121959999999,0.0037180249851278997,0.00233611,0.00267888,0.0011395658536585366,0.0011434243902439024,-3.858536585365797e-06,144.29,139.41,0.00065,0.0007
game_1269,canada,thailand,3,2,3.1710000000000003,3.2418,3600.0,31,22,5,3,7,7,1,82,36,46,222,265,-43,0.4390243902439024,74.02,112738.79,0.0007,70.48,108486.72,0.0006,1.01,82,50,32,294,248,46,0.6097560975609756,86.34,109874.04,0.0008,86.28,107264.8,0.0008,0.98,-0.1707317073170732,-0.07079999999999975,9,-89,-0.00010000000000000005,-0.0002000000000000001,0.030000000000000027,0.9778586406808931,1.4090268624153446,0.3888888888888889,10.055241000000002,10.50926724,0.02914931588340275,0.0022197000000000002,0.0025934400000000002,0.0009745024390243901,0.0015813658536585366,-0.0006068634146341465,144.5,172.62,0.00065,0.0008
game_127,morocco,indonesia,1,4,2.8938,2.0594,3600.0,27,25,2,8,3,6,0,82,37,45,249,269,-20,0.4512195121951219,73.31,114302.51,0.0006,71.48,111332.83,0.0006,1.0,82,41,41,221,210,11,0.5,57.44,114647.07,0.0005,58.09,111305.84,0.0005,0.96,-0.04878048780487809,0.8344,2,-31,9.999999999999994e-05,9.999999999999994e-05,0.040000000000000036,1.4044845661036693,1.0799568017279308,0.39999999999999997,8.374078440000002,4.24112836,0.00237953599048186,0.00173628,0.0010297000000000001,0.0007834434146341462,0.0005148500000000001,0.00026859341463414616,144.79000000000002,115.53,0.0006,0.0005
game_1270,morocco,peru,4,2,2.8173,3.6766,3599.99,26,30,8,3,7,7,1,82,37,45,249,269,-20,0.4512195121951219,73.31,114302.51,0.0006,71.48,111332.83,0.0006,1.0,82,52,30,256,178,78,0.6341463414634146,75.46,114488.83,0.0007,62.55,113674.83,0.0006,1.2,-0.18292682926829273,-0.8593000000000002,-4,-98,-0.00010000000000000005,0.0,-0.19999999999999996,0.7660702632151403,0.8666377787407086,0.3529411764705882,7.9371792899999996,13.517387560000001,0.03346222486615112,0.0016903799999999998,0.00257362,0.0007627324390243901,0.001632051707317073,-0.0008693192682926829,144.79000000000002,138.01,0.0006,0.00065
game_1271,uae,rwanda,4,3,5.2479,2.5331,4552.58,35,27,5,6,5,12,1,82,38,44,202,250,-48,0.4634146341463415,62.69,113847.32,0.0006,45.7,112457.95,0.0004,1.36,82,30,52,202,265,-63,0.3658536585365853,69.07,107006.96,0.0006,57.03,105418.77,0.0005,1.19,0.09756097560975618,2.7147999999999994,8,15,0.0,-9.999999999999999e-05,0.17000000000000015,2.0709127500887887,1.2962482871004777,0.375,27.540454409999995,6.416595610000001,0.00951814396192744,0.0031487399999999993,0.00151986,0.001459172195121951,0.0005560463414634145,0.0009031258536585365,108.39,126.1,0.0005,0.0005499999999999999
game_1272,mexico,india,1,2,2.6555,2.3623000000000003,3599.99,25,28,2,3,9,3,0,82,38,44,236,253,-17,0.4634146341463415,78.23,110369.42,0.0007,73.13,109271.44,0.0007,1.06,82,49,33,221,193,28,0.5975609756097561,75.42,112740.07,0.0007,64.17,111915.35,0.0006,1.17,-0.1341463414634146,0.2931999999999997,-3,-45,0.0,0.00010000000000000005,-0.10999999999999988,1.1236406719417762,0.8928252562408485,0.4117647058823529,7.0516802499999995,5.5804612900000015,0.017995240928019022,0.00185885,0.0016536100000000002,0.0008614182926829269,0.0009881328048780488,-0.00012671451219512192,151.36,139.59,0.0007,0.00065
game_1273,indonesia,ethiopia,3,6,4.0235,2.3354,3599.99,38,21,6,9,7,13,0,82,41,41,221,210,11,0.5,57.44,114647.07,0.0005,58.09,111305.84,0.0005,0.96,82,43,39,267,247,20,0.524390243902439,68.17,110562.04,0.0006,72.68,106755.99,0.0007,0.91,-0.024390243902439046,1.6881000000000004,17,-9,-9.999999999999994e-05,-0.00019999999999999998,0.04999999999999993,1.722093819551447,1.8094376458263892,0.31250000000000006,16.18855225,5.454093159999999,0.000594883997620465,0.00201175,0.0014012399999999998,0.001005875,0.0007347965853658537,0.00027107841463414636,115.53,140.85000000000002,0.0005,0.00065
game_1274,south_korea,guatemala,3,7,3.8036,3.3714,3600.01,36,29,4,11,10,9,0,82,39,43,288,302,-14,0.4756097560975609,80.75,107308.14,0.0008,70.59,103807.97,0.0007,1.11,82,42,40,231,236,-5,0.5121951219512195,85.13,109959.13,0.0008,62.01,108565.97,0.0006,1.36,-0.036585365853658625,0.4321999999999999,7,-9,0.0,0.00010000000000000005,-0.25,1.127861463646068,1.2413365056377366,0.4444444444444445,14.467372959999999,11.36633796,0.0013384889946460505,0.00304288,0.00269712,0.0014472234146341461,0.0013814517073170733,6.577170731707281e-05,151.34,147.14,0.00075,0.0007
game_1275,germany,mongolia,7,5,4.2274,2.2963,3599.99,31,24,13,8,5,8,1,82,36,46,253,274,-21,0.4390243902439024,67.5,112102.08,0.0006,69.39,110169.16,0.0006,0.96,82,27,55,179,244,-65,0.3292682926829268,50.89,111536.48,0.0005,47.01,107701.87,0.0004,1.05,0.1097560975609756,1.9311000000000003,7,44,9.999999999999994e-05,0.00019999999999999993,-0.09000000000000008,1.840160188046838,1.2916128494646055,0.39999999999999997,17.87091076,5.27299369,0.012046400951814393,0.00253644,0.0011481500000000001,0.0011135590243902438,0.0003780493902439024,0.0007355096341463414,136.89,97.9,0.0006,0.00045
game_1276,china,france,7,6,4.4421,3.4589,4515.47,33,30,11,6,11,8,1,82,47,35,239,193,46,0.573170731707317,79.64,114861.38,0.0007,74.24,112620.31,0.0007,1.05,82,37,45,241,265,-24,0.4512195121951219,79.18,112104.22,0.0007,58.26,110535.24,0.0005,1.34,0.12195121951219512,0.9832000000000001,3,70,0.0,0.00019999999999999998,-0.29000000000000004,1.2838810370241915,1.0999633345555149,0.4117647058823529,19.73225241,11.96398921,0.014872099940511599,0.00310947,0.00242123,0.0017822571951219511,0.001092506219512195,0.0006897509756097562,153.88,137.44,0.0007,0.0006000000000000001
game_1277,uk,iceland,1,2,2.9646,2.7041,3600.01,25,24,2,2,6,8,0,82,39,43,244,211,33,0.4756097560975609,87.06,115712.71,0.0008,72.55,112425.66,0.0006,1.17,82,46,36,238,209,29,0.5609756097560976,77.99,109065.62,0.0007,57.8,107036.73,0.0005,1.32,-0.08536585365853672,0.26049999999999995,1,4,0.00010000000000000005,9.999999999999994e-05,-0.15000000000000013,1.0959299101696796,1.0416232656972626,0.47058823529411764,8.788853159999999,7.312156809999999,0.007287328970850706,0.00237168,0.0018928699999999998,0.0011279941463414633,0.0010618539024390245,6.614024390243873e-05,159.61,135.79,0.0007,0.0006000000000000001
game_1278,oman,panama,7,2,3.2437,2.8394,3600.01,28,26,8,1,5,7,1,82,35,47,241,283,-42,0.4268292682926829,72.3,105801.59,0.0007,72.96,104888.32,0.0007,0.98,82,46,36,255,213,42,0.5609756097560976,78.8,112040.08,0.0007,64.79,110449.45,0.0006,1.2,-0.1341463414634147,0.4043000000000001,2,-84,0.0,0.00010000000000000005,-0.21999999999999997,1.1419870440782989,1.0768816583977538,0.4117647058823529,10.52158969,8.06219236,0.017995240928019053,0.00227059,0.00198758,0.0009691542682926828,0.0011149839024390245,-0.00014582963414634166,145.26,143.59,0.0007,0.00065
game_1279,pakistan,saudi_arabia,3,1,2.7713,1.6945,3599.99,25,15,6,2,10,9,1,82,49,33,263,212,51,0.5975609756097561,87.17,105813.38,0.0008,83.53,104933.06,0.0008,1.03,82,39,43,195,205,-10,0.4756097560975609,70.48,113760.45,0.0006,51.19,112605.88,0.0005,1.36,0.12195121951219517,1.0768000000000002,10,61,0.0002000000000000001,0.00030000000000000003,-0.33000000000000007,1.6345030964317313,1.6665555629624693,0.5000000000000001,7.68010369,2.8713302499999998,0.014872099940511613,0.00221704,0.0010167,0.0013248165853658536,0.00048355243902439013,0.0008412641463414635,170.7,121.67,0.0008,0.0005499999999999999
game_128,peru,serbia,5,6,4.097,4.3952,3840.52,42,40,7,9,7,6,0,82,52,30,256,178,78,0.6341463414634146,75.46,114488.83,0.0007,62.55,113674.83,0.0006,1.2,82,41,41,269,264,5,0.5,84.05,108305.97,0.0008,73.53,105312.95,0.0007,1.11,0.13414634146341464,-0.2981999999999996,2,73,-0.00010000000000000005,-0.00010000000000000005,0.08999999999999986,0.9319412219644239,1.0499737506562337,0.3888888888888889,16.785409000000005,19.31778304,0.01799524092801904,0.0028679,0.0035161600000000004,0.001818668292682927,0.0017580800000000002,6.0588292682926814e-05,138.01,157.57999999999998,0.00065,0.00075
game_1280,new_zealand,netherlands,2,0,1.5705,3.7451,3600.02,15,28,3,0,13,4,1,82,40,42,219,226,-7,0.4878048780487805,72.19,107495.38,0.0007,58.31,106366.41,0.0005,1.23,82,54,28,243,174,69,0.6585365853658537,67.51,113849.1,0.0006,59.96,112610.55,0.0005,1.11,-0.1707317073170732,-2.1746,-13,-76,0.00010000000000000005,0.0,0.11999999999999988,0.41923600544566353,0.5356951537445092,0.43750000000000006,2.46647025,14.02577401,0.02914931588340275,0.00109935,0.00224706,0.0005362682926829268,0.001479771219512195,-0.0009435029268292682,130.5,127.47,0.0006000000000000001,0.0005499999999999999
game_1281,brazil,philippines,1,4,3.1281,1.9272,3600.02,25,23,1,5,7,6,0,82,58,24,276,189,87,0.7073170731707317,81.03,108743.0,0.0007,81.74,107499.01,0.0008,0.98,82,43,39,198,186,12,0.524390243902439,61.01,119737.71,0.0005,59.32,116453.64,0.0005,1.0,0.18292682926829262,1.2008999999999999,2,75,0.00019999999999999998,0.00030000000000000003,-0.020000000000000018,1.622290218856965,1.0869092648145733,0.4666666666666667,9.78500961,3.7140998400000003,0.03346222486615108,0.00218967,0.0009636,0.001548790975609756,0.0005053024390243903,0.0010434885365853655,162.76999999999998,120.33,0.00075,0.0005
game_1282,serbia,kazakhstan,5,1,3.1025,2.9013,3600.01,27,25,9,2,8,2,1,82,41,41,269,264,5,0.5,84.05,108305.97,0.0008,73.53,105312.95,0.0007,1.11,82,30,52,193,248,-55,0.3658536585365853,52.87,114056.8,0.0005,51.99,112334.42,0.0005,1.0,0.1341463414634147,0.20120000000000005,2,60,0.00030000000000000003,0.00019999999999999998,0.1100000000000001,1.0689797746614755,1.0799568017279308,0.5333333333333333,9.62550625,8.41754169,0.017995240928019053,0.0024820000000000003,0.00145065,0.0012410000000000001,0.0005307256097560975,0.0007102743902439026,157.57999999999998,104.86,0.00075,0.0005
game_1283,vietnam,switzerland,2,1,2.5345,2.0353,3600.02,23,19,3,2,3,3,1,82,39,43,223,257,-34,0.4756097560975609,61.79,110912.34,0.0006,64.85,109978.0,0.0006,0.94,82,36,46,201,229,-28,0.4390243902439024,52.57,110987.13,0.0005,58.43,109669.8,0.0005,0.89,0.036585365853658514,0.4992000000000001,4,-6,9.999999999999994e-05,9.999999999999994e-05,0.04999999999999993,1.2446594313215147,1.2104626072311984,0.39999999999999997,6.42369025,4.14244609,0.0013384889946460423,0.0015206999999999998,0.00101765,0.0007232597560975607,0.0004467731707317073,0.00027648658536585344,126.63999999999999,111.0,0.0006,0.0005
game_1284,india,saudi_arabia,4,2,2.7513,1.82,3599.99,27,19,6,3,4,6,1,82,49,33,221,193,28,0.5975609756097561,75.42,112740.07,0.0007,64.17,111915.35,0.0006,1.17,82,39,43,195,205,-10,0.4756097560975609,70.48,113760.45,0.0006,51.19,112605.88,0.0005,1.36,0.12195121951219517,0.9313,8,38,0.00010000000000000005,9.999999999999994e-05,-0.19000000000000017,1.5108731466227348,1.4209778432714066,0.43750000000000006,7.569651690000001,3.3124000000000002,0.014872099940511613,0.00192591,0.0010919999999999999,0.0011508486585365854,0.0005193658536585365,0.0006314828048780489,139.59,121.67,0.00065,0.0005499999999999999
game_1285,oman,uae,5,4,3.8776,2.837,3599.99,33,23,8,7,10,13,1,82,35,47,241,283,-42,0.4268292682926829,72.3,105801.59,0.0007,72.96,104888.32,0.0007,0.98,82,38,44,202,250,-48,0.4634146341463415,62.69,113847.32,0.0006,45.7,112457.95,0.0004,1.36,-0.03658536585365857,1.0406,10,6,0.00010000000000000005,0.0003,-0.3800000000000001,1.3663143058491896,1.4347202295552366,0.43750000000000006,15.03578176,8.048569,0.0013384889946460464,0.00271432,0.0017022,0.0011585512195121952,0.0007888243902439024,0.0003697268292682927,145.26,108.39,0.0007,0.0005
game_1286,panama,kazakhstan,2,3,3.6179,2.165,3930.03,29,17,4,6,8,4,0,82,46,36,255,213,42,0.5609756097560976,78.8,112040.08,0.0007,64.79,110449.45,0.0006,1.2,82,30,52,193,248,-55,0.3658536585365853,52.87,114056.8,0.0005,51.99,112334.42,0.0005,1.0,0.1951219512195123,1.4529,12,97,0.00019999999999999998,9.999999999999994e-05,0.19999999999999996,1.670313942751616,1.705782012822775,0.4666666666666667,13.08920041,4.687225,0.03807257584770974,0.00253253,0.0010825000000000001,0.0014206875609756098,0.0003960365853658536,0.0010246509756097562,143.59,104.86,0.00065,0.0005
game_1287,pakistan,guatemala,4,2,3.563,2.208,3599.98,36,23,8,2,3,6,1,82,49,33,263,212,51,0.5975609756097561,87.17,105813.38,0.0008,83.53,104933.06,0.0008,1.03,82,42,40,231,236,-5,0.5121951219512195,85.13,109959.13,0.0008,62.01,108565.97,0.0006,1.36,0.08536585365853655,1.355,13,56,0.0,0.0002000000000000001,-0.33000000000000007,1.6129470348574015,1.5651493413329853,0.4444444444444445,12.694969,4.8752640000000005,0.0072873289708506785,0.0028504000000000003,0.0017664000000000002,0.001703287804878049,0.0009047414634146343,0.0007985463414634146,170.7,147.14,0.0008,0.0007
game_1288,philippines,serbia,3,2,1.9162,3.7501,3600.0,21,31,3,4,4,3,1,82,43,39,198,186,12,0.524390243902439,61.01,119737.71,0.0005,59.32,116453.64,0.0005,1.0,82,41,41,269,264,5,0.5,84.05,108305.97,0.0008,73.53,105312.95,0.0007,1.11,0.024390243902439046,-1.8339000000000003,-10,7,-0.00030000000000000003,-0.00019999999999999998,-0.1100000000000001,0.5108368211991149,0.677397503306345,0.2777777777777778,3.6718224399999997,14.06325001,0.000594883997620465,0.0009580999999999999,0.0030000800000000005,0.0005024182926829269,0.0015000400000000002,-0.0009976217073170734,120.33,157.57999999999998,0.0005,0.00075
game_1289,france,usa,3,0,3.596,1.7559,3600.0,24,16,3,0,5,11,1,82,37,45,241,265,-24,0.4512195121951219,79.18,112104.22,0.0007,58.26,110535.24,0.0005,1.34,82,35,47,240,287,-47,0.4268292682926829,81.27,107480.47,0.0008,58.14,104909.22,0.0006,1.36,0.02439024390243899,1.8401,8,23,-0.00010000000000000005,-9.999999999999994e-05,-0.020000000000000018,2.0467869542944963,1.4999062558590086,0.3888888888888889,12.931216000000001,3.08318481,0.0005948839976204624,0.0025172,0.0014047200000000001,0.0011358097560975609,0.0005995756097560976,0.0005362341463414633,137.44,139.41,0.0006000000000000001,0.0007
game_129,mexico,pakistan,1,2,2.7092,2.9556,3600.01,25,27,2,2,13,7,0,82,38,44,236,253,-17,0.4634146341463415,78.23,110369.42,0.0007,73.13,109271.44,0.0007,1.06,82,49,33,263,212,51,0.5975609756097561,87.17,105813.38,0.0008,83.53,104933.06,0.0008,1.03,-0.1341463414634146,-0.24639999999999995,-2,-68,-0.00010000000000000005,-0.00010000000000000005,0.030000000000000027,0.9163228032199148,0.9258916336431984,0.3888888888888889,7.33976464,8.73557136,0.017995240928019022,0.00189644,0.00236448,0.0008788380487804878,0.0014129209756097562,-0.0005340829268292683,151.36,170.7,0.0007,0.0008
game_1290,brazil,canada,7,4,4.6565,1.5866,3599.99,35,19,13,6,6,7,1,82,58,24,276,189,87,0.7073170731707317,81.03,108743.0,0.0007,81.74,107499.01,0.0008,0.98,82,36,46,222,265,-43,0.4390243902439024,74.02,112738.79,0.0007,70.48,108486.72,0.0006,1.01,0.2682926829268293,3.0699000000000005,16,130,0.0,0.0002000000000000001,-0.030000000000000027,2.933043587805493,1.8420083153518234,0.4117647058823529,21.68299225,2.51729956,0.07198096371207616,0.0032595500000000004,0.00111062,0.0023055353658536586,0.00048758926829268285,0.0018179460975609758,162.76999999999998,144.5,0.00075,0.00065
game_1291,iceland,switzerland,7,1,3.7774,0.9444,3600.01,32,12,12,2,3,9,1,82,46,36,238,209,29,0.5609756097560976,77.99,109065.62,0.0007,57.8,107036.73,0.0005,1.32,82,36,46,201,229,-28,0.4390243902439024,52.57,110987.13,0.0005,58.43,109669.8,0.0005,0.89,0.12195121951219523,2.833,20,57,0.00019999999999999998,0.0,0.43000000000000005,3.9955574360059236,2.66644446296142,0.4666666666666667,14.268750760000001,0.89189136,0.014872099940511627,0.00264418,0.00047220000000000004,0.001483320487804878,0.00020730731707317072,0.0012760131707317073,135.79,111.0,0.0006000000000000001,0.0005
